PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,EFF,teamName,playerName,position,updated,injury,injuryStatus
1628989,164,Kevin Huerter,1610612741,CHI,55,22.2,3.2,8.1,0.4,1.7,5.4,0.315,0.6,0.8,0.721,0.5,2.4,2.9,1.8,0.9,0.3,0.9,8.7,8.7,,,,,,
1631170,165,Jaime Jaquez Jr.,1610612748,MIA,54,21.5,3.2,7.1,0.448,0.6,1.9,0.31,1.8,2.4,0.756,1.2,3.3,4.4,2.5,1.0,0.2,1.5,8.7,10.8,,,,,,
201143,167,Al Horford,1610612738,BOS,52,27.4,3.1,7.3,0.419,1.8,5.0,0.363,0.5,0.6,0.9,1.2,4.7,5.9,2.0,0.6,0.9,0.8,8.5,12.9,,,,,,
1631213,167,Tyrese Martin,1610612751,BKN,48,21.1,3.1,7.6,0.407,1.6,4.6,0.355,0.7,0.9,0.773,1.0,2.6,3.6,1.7,0.5,0.2,1.2,8.5,8.6,,,,,,
1642273,169,Kyshawn George,1610612764,WAS,59,27.1,2.9,7.9,0.362,1.7,5.3,0.319,1.0,1.3,0.769,0.7,3.4,4.2,2.4,1.0,0.8,1.5,8.5,10.0,,,,,,
1642276,170,Kel'el Ware,1610612748,MIA,48,20.4,3.5,6.6,0.54,0.6,1.8,0.321,0.8,1.0,0.72,1.6,4.9,6.5,0.9,0.6,1.1,0.9,8.4,13.3,,,,,,
1642271,171,Kyle Filipowski,1610612762,UTA,56,19.3,3.1,6.0,0.516,0.9,2.4,0.382,1.2,1.9,0.629,1.4,4.0,5.4,1.9,0.6,0.2,1.3,8.3,11.5,,,,,,
1630188,172,Jalen Smith,1610612741,CHI,56,15.3,3.0,6.4,0.466,1.2,3.6,0.34,1.2,1.4,0.823,1.4,4.2,5.6,1.0,0.3,0.7,0.6,8.3,11.6,,,,,,
201144,173,Mike Conley,1610612750,MIN,57,24.8,2.6,6.7,0.392,1.8,4.5,0.405,1.2,1.3,0.92,0.5,2.1,2.6,4.5,1.2,0.2,1.1,8.3,11.5,,,,,,
1631165,174,Keon Ellis,1610612758,SAC,63,23.1,2.8,5.9,0.481,1.7,4.0,0.429,0.9,1.0,0.848,0.8,1.8,2.5,1.3,1.4,0.8,0.8,8.3,10.4,,,,,,
1629634,175,Brandon Clarke,1610612763,MEM,60,19.1,3.7,6.0,0.613,0.0,0.3,0.059,0.9,1.3,0.696,2.0,3.2,5.2,1.0,0.8,0.6,0.6,8.2,12.5,,,,,,
1627752,177,Taurean Prince,1610612749,MIL,64,26.6,2.9,6.5,0.448,1.9,4.2,0.446,0.4,0.5,0.839,0.5,3.3,3.8,2.0,0.8,0.1,1.0,8.1,10.2,,,,,,
1630625,178,Dalano Banton,1610612757,POR,52,15.1,2.8,6.8,0.415,1.1,3.0,0.361,1.3,1.8,0.71,0.4,1.5,1.9,2.1,0.6,0.4,1.2,8.0,7.3,,,,,,
1641717,179,Cason Wallace,1610612760,OKC,57,27.4,3.2,7.0,0.46,1.1,3.1,0.343,0.4,0.5,0.833,1.0,2.4,3.4,2.5,1.7,0.5,0.8,7.9,11.5,,,,,,
1631212,180,Peyton Watson,1610612743,DEN,53,23.5,2.8,6.0,0.472,0.7,2.0,0.364,1.4,1.9,0.738,0.7,2.5,3.3,1.4,0.8,1.2,0.9,7.9,10.0,,,,,,
1630548,181,Johnny Juzang,1610612762,UTA,48,18.2,2.7,6.5,0.423,1.7,4.5,0.372,0.7,0.9,0.814,0.6,2.2,2.8,0.9,0.5,0.1,0.5,7.9,7.8,,,,,,
1629048,182,Goga Bitadze,1610612753,ORL,56,21.9,3.2,5.2,0.624,0.1,0.4,0.13,1.2,1.9,0.633,2.5,4.6,7.1,2.0,0.7,1.6,1.2,7.8,15.3,,,,,,
1630573,183,Sam Hauser,1610612738,BOS,57,20.6,2.7,6.2,0.439,2.1,5.3,0.401,0.1,0.1,1.0,0.7,2.4,3.1,0.9,0.6,0.2,0.4,7.7,8.6,,,,,,
1630551,184,Justin Champagnie,1610612764,WAS,46,18.9,2.9,5.8,0.496,1.1,2.8,0.38,0.8,1.1,0.725,1.6,3.2,4.8,0.9,0.9,0.7,0.8,7.7,10.9,,,,,,
1642268,185,Isaiah Collier,1610612762,UTA,58,24.8,2.9,7.2,0.41,0.5,2.3,0.237,1.2,1.8,0.648,0.4,2.7,3.1,6.2,0.9,0.2,3.0,7.6,10.1,,,,,,
1631260,186,AJ Green,1610612749,MIL,58,22.8,2.5,5.9,0.427,2.1,5.1,0.42,0.3,0.4,0.905,0.2,2.0,2.3,1.4,0.6,0.1,0.5,7.5,7.9,,,,,,
1641783,187,Tristan da Silva,1610612753,ORL,63,23.0,2.8,6.7,0.418,1.1,3.4,0.332,0.8,0.9,0.864,1.0,2.4,3.4,1.6,0.5,0.3,0.8,7.5,8.4,,,,,,
1630182,188,Josh Green,1610612766,CHA,60,28.6,2.6,6.2,0.426,1.5,3.7,0.395,0.7,1.0,0.661,0.9,1.8,2.7,1.6,1.2,0.2,1.0,7.4,8.2,,,,,,
1641824,189,Matas Buzelis,1610612741,CHI,64,16.9,2.7,6.2,0.433,0.9,2.9,0.321,0.9,1.1,0.845,0.7,2.4,3.1,0.8,0.3,0.8,0.8,7.2,7.8,,,,,,
1630241,190,Sam Merrill,1610612739,CLE,56,19.3,2.4,5.9,0.403,1.9,5.1,0.369,0.5,0.5,0.966,0.5,1.6,2.1,1.4,0.7,0.2,0.4,7.1,7.5,,,,,,
1630643,191,Jay Huff,1610612763,MEM,52,12.1,2.5,4.9,0.512,1.4,3.3,0.415,0.7,0.9,0.771,0.5,1.6,2.1,0.6,0.2,0.9,0.6,7.1,7.8,,,,,,
1631218,192,Trayce Jackson-Davis,1610612744,GSW,53,17.3,3.0,5.3,0.573,0.0,0.0,0.0,1.0,1.7,0.591,2.1,3.4,5.5,1.9,0.4,0.7,0.8,7.1,11.8,,,,,,
1630558,193,Davion Mitchell,1610612748,MIA,59,26.2,2.7,5.9,0.457,1.1,2.8,0.393,0.6,0.9,0.636,0.4,1.7,2.1,4.6,0.8,0.2,1.7,7.0,9.5,,,,,,
1629611,194,Terance Mann,1610612737,ATL,52,20.7,2.8,5.7,0.481,0.9,2.3,0.372,0.7,1.0,0.642,1.0,2.0,2.9,1.9,0.7,0.3,0.7,7.0,8.7,,,,,,
1626166,195,Cameron Payne,1610612752,NYK,59,14.3,2.5,5.9,0.413,1.3,3.5,0.367,0.7,0.8,0.891,0.2,1.2,1.4,2.6,0.6,0.2,0.7,6.9,7.5,,,,,,
1628418,196,Thomas Bryant,1610612754,IND,49,15.0,2.7,5.1,0.524,0.8,2.2,0.352,0.8,0.9,0.826,1.4,2.7,4.1,1.0,0.4,0.6,0.5,6.9,10.0,,,,,,
1631222,197,Jake LaRavia,1610612758,SAC,60,20.4,2.4,5.1,0.472,0.9,2.1,0.419,1.2,1.8,0.67,1.4,2.6,4.1,2.5,0.9,0.4,1.3,6.8,10.1,,,,,,
1641741,198,Ricky Council IV,1610612755,PHI,57,15.1,2.2,5.6,0.397,0.7,2.6,0.281,1.4,1.6,0.828,0.6,1.6,2.2,1.2,0.5,0.2,0.5,6.5,6.4,,,,,,
1628380,199,Zach Collins,1610612741,CHI,48,15.1,2.3,4.7,0.5,0.5,1.7,0.317,1.3,1.4,0.882,1.5,2.8,4.3,1.7,0.5,0.5,0.8,6.5,10.2,,,,,,
1629312,200,Haywood Highsmith,1610612748,MIA,59,24.0,2.4,5.1,0.47,1.2,3.0,0.392,0.5,0.6,0.75,0.8,2.3,3.1,1.4,0.9,0.6,0.7,6.4,8.8,,,,,,
1627780,201,Gary Payton II,1610612744,GSW,53,14.3,2.7,4.6,0.573,0.5,1.5,0.308,0.5,0.7,0.73,0.9,2.1,2.9,1.3,0.7,0.3,0.6,6.3,8.7,,,,,,
1642347,202,Jamal Shead,1610612761,TOR,60,17.9,2.4,5.8,0.418,0.8,2.5,0.327,0.5,0.7,0.756,0.4,1.0,1.3,3.7,0.5,0.1,1.5,6.2,6.8,,,,,,
1641842,203,Ronald Holland II,1610612765,DET,67,15.5,2.3,5.1,0.45,0.4,2.0,0.221,1.1,1.4,0.793,0.5,2.1,2.6,0.9,0.6,0.1,0.8,6.1,6.4,,,,,,
1627739,205,Kris Dunn,1610612746,LAC,60,24.1,2.5,5.9,0.428,0.9,2.9,0.303,0.2,0.3,0.563,0.8,2.7,3.5,3.1,1.8,0.4,1.0,6.1,10.3,,,,,,
1631323,205,Simone Fontecchio,1610612765,DET,60,17.0,2.0,5.1,0.391,1.0,3.1,0.324,1.1,1.3,0.818,0.7,2.3,3.0,0.9,0.4,0.2,0.8,6.1,6.5,,,,,,
1642270,207,Donovan Clingan,1610612757,POR,53,17.8,2.5,4.5,0.55,0.2,0.6,0.267,0.8,1.4,0.616,2.8,4.3,7.2,1.0,0.5,1.6,1.2,6.0,12.5,,,,,,
203552,209,Seth Curry,1610612766,CHA,55,14.6,2.2,4.7,0.465,1.2,2.6,0.448,0.4,0.5,0.8,0.4,1.2,1.7,0.7,0.4,0.1,0.4,5.9,5.8,,,,,,
1641767,210,Ben Sheppard,1610612754,IND,51,20.1,2.1,4.9,0.436,1.2,3.3,0.359,0.4,0.5,0.913,0.7,2.0,2.7,1.3,0.6,0.2,0.3,5.9,7.6,,,,,,
1630191,211,Isaiah Stewart,1610612765,DET,61,19.8,2.3,4.3,0.54,0.2,0.7,0.279,1.0,1.3,0.756,1.9,3.7,5.6,1.7,0.3,1.4,1.0,5.8,11.5,,,,,,
1642346,212,Ryan Dunn,1610612756,PHX,58,17.0,2.3,5.4,0.43,0.9,2.9,0.304,0.2,0.5,0.444,0.9,2.1,3.0,0.8,0.4,0.6,0.4,5.7,6.7,,,,,,
1631204,213,Marcus Sasser,1610612765,DET,48,13.3,2.1,4.6,0.464,0.9,2.4,0.368,0.5,0.6,0.839,0.3,0.8,1.1,2.2,0.6,0.1,0.9,5.7,6.3,,,,,,
1630526,214,Jeremiah Robinson-Earl,1610612740,NOP,51,17.4,2.2,4.8,0.453,0.8,2.3,0.339,0.6,0.8,0.825,1.5,2.8,4.4,1.1,0.6,0.1,0.6,5.7,8.6,,,,,,
1628371,215,Jonathan Isaac,1610612753,ORL,58,16.1,2.0,4.9,0.415,0.6,2.4,0.266,1.1,1.6,0.67,1.7,2.9,4.7,0.5,0.8,1.1,0.4,5.7,9.1,,,,,,
1629750,216,Javonte Green,1610612739,CLE,54,20.9,2.0,4.4,0.458,0.8,2.1,0.368,0.9,1.3,0.739,0.9,2.6,3.5,0.9,1.0,0.6,0.5,5.7,8.4,,,,,,
1629003,217,Shake Milton,1610612747,LAL,48,14.9,2.0,4.4,0.462,0.8,2.0,0.371,0.8,1.0,0.8,0.5,1.3,1.8,1.9,0.4,0.1,0.7,5.7,6.6,,,,,,
1629026,218,Kenrich Williams,1610612760,OKC,53,14.7,2.2,4.5,0.483,0.9,2.3,0.385,0.4,0.5,0.808,0.9,2.3,3.2,1.2,0.6,0.1,0.5,5.7,7.8,,,,,,
1629659,219,Talen Horton-Tucker,1610612741,CHI,48,11.3,2.0,4.6,0.447,0.7,2.0,0.368,0.8,1.1,0.691,0.3,1.4,1.7,1.3,0.3,0.2,0.7,5.6,5.6,,,,,,
1641716,220,Jarace Walker,1610612754,IND,59,15.3,2.0,4.4,0.456,0.8,2.2,0.364,0.7,1.0,0.639,0.4,2.5,2.9,1.4,0.8,0.4,1.0,5.5,7.1,,,,,,
1628988,221,Aaron Holiday,1610612745,HOU,50,12.8,1.8,4.3,0.43,1.1,2.8,0.384,0.6,0.7,0.833,0.2,1.1,1.3,1.3,0.3,0.1,0.6,5.3,5.3,,,,,,
1631217,223,Moussa Diabaté,1610612766,CHA,57,18.1,2.2,3.7,0.587,0.0,0.0,0.0,0.9,1.5,0.575,2.9,3.6,6.5,0.9,0.7,0.6,0.9,5.3,10.9,,,,,,
1642275,224,Tidjane Salaün,1610612766,CHA,48,19.1,1.7,5.3,0.319,0.9,3.2,0.289,1.0,1.3,0.719,1.2,3.0,4.2,1.1,0.5,0.3,0.9,5.3,6.4,,,,,,
1628436,225,Luke Kornet,1610612738,BOS,59,17.9,2.2,3.2,0.665,0.0,0.0,0.0,0.9,1.3,0.714,2.4,2.6,5.0,1.6,0.5,1.0,0.4,5.2,11.4,,,,,,
1629234,226,Drew Eubanks,1610612746,LAC,49,13.7,2.1,3.6,0.592,0.1,0.1,0.5,0.8,1.3,0.651,1.0,2.9,4.0,1.0,0.2,0.7,0.7,5.1,8.4,,,,,,
1629674,227,Neemias Queta,1610612738,BOS,51,14.5,2.2,3.4,0.638,0.0,0.1,0.0,0.7,1.0,0.74,1.5,2.5,4.0,0.7,0.3,0.7,0.7,5.1,8.5,,,,,,
203937,228,Kyle Anderson,1610612748,MIA,48,14.6,1.9,4.4,0.443,0.4,1.2,0.368,0.6,0.9,0.689,0.9,2.3,3.1,2.2,0.6,0.5,0.5,5.0,8.1,,,,,,
1626172,229,Kevon Looney,1610612744,GSW,60,15.7,2.1,4.1,0.508,0.0,0.1,0.0,0.8,1.4,0.573,2.7,3.9,6.6,1.7,0.7,0.5,0.6,4.9,11.1,,,,,,
203486,231,Mason Plumlee,1610612756,PHX,65,18.1,1.8,2.9,0.618,0.0,0.0,0.0,1.1,1.7,0.646,1.6,4.7,6.4,1.8,0.4,0.7,0.8,4.7,11.5,,,,,,
1641763,232,Julian Phillips,1610612741,CHI,64,13.9,1.6,3.6,0.443,0.6,1.9,0.328,0.8,1.0,0.761,0.9,1.2,2.1,0.5,0.4,0.3,0.4,4.6,5.3,,,,,,
1641724,233,Jett Howard,1610612753,ORL,54,11.4,1.5,4.2,0.355,0.9,3.1,0.297,0.3,0.4,0.75,0.4,0.8,1.2,0.8,0.2,0.2,0.5,4.2,3.3,,,,,,
1631200,234,Kris Murray,1610612757,POR,55,13.8,1.7,3.7,0.45,0.4,1.5,0.256,0.3,0.8,0.409,1.0,1.2,2.3,0.8,0.5,0.2,0.5,4.0,4.8,,,,,,
1641737,235,Adem Bona,1610612755,PHI,47,12.4,1.5,2.2,0.683,0.0,0.0,0.0,1.0,1.4,0.682,1.3,2.0,3.3,0.3,0.3,0.9,0.7,4.0,6.9,,,,,,
1631207,236,Dalen Terry,1610612741,CHI,59,12.4,1.4,3.2,0.452,0.4,1.2,0.319,0.7,1.0,0.678,0.5,0.9,1.4,1.2,0.5,0.2,0.6,3.9,4.5,,,,,,
201587,237,Nicolas Batum,1610612746,LAC,65,18.1,1.3,3.2,0.41,1.1,2.6,0.407,0.2,0.3,0.833,0.6,2.2,2.8,1.2,0.7,0.5,0.4,3.9,6.7,,,,,,
1641748,239,Andre Jackson Jr.,1610612749,MIL,57,15.8,1.5,3.2,0.467,0.5,1.3,0.397,0.2,0.3,0.556,1.0,1.9,2.9,1.3,0.5,0.2,0.9,3.7,6.0,,,,,,
203500,240,Steven Adams,1610612745,HOU,47,12.7,1.4,2.8,0.523,0.0,0.0,0.0,0.7,1.6,0.446,2.7,2.6,5.3,1.2,0.3,0.4,0.9,3.6,7.8,,,,,,
1630579,241,Jericho Sims,1610612749,MIL,51,11.9,0.9,1.4,0.652,0.0,0.0,0.0,0.2,0.3,0.615,1.3,2.4,3.8,0.6,0.2,0.4,0.6,1.9,5.6,,,,,,
